"   "^*"L_IJOURID"^*"L_BATCHID"^*"D_PREOCCURDATE"^*"D_OCCURDATE"^*"C_PROJECTCODE"^*"C_SUBPROJECTCODE"^*"C_INVESTCODE"^*"C_CONTRACTID"^*"C_ASSETID"^*"C_FUNDACID"^*"C_RIVALID"^*"C_ACCOID"^*"C_CYKIND"^*"C_BUSIFLAG"^*"C_INVESTTYPE"^*"C_INVESTWAY"^*"L_FUNDDIR"^*"L_STOCKDIR"^*"C_REPAYWAY"^*"C_EXTFLAG"^*"F_PREOCCUR_BALANCE"^*"F_PRINCIPAL"^*"D_BEGINDATE"^*"D_ENDDATE"^*"F_PROFIT"^*"F_DEDUCTION"^*"F_OCCUR_BALANCE"^*"C_PAYWAY"^*"C_ISINVALID"^*"C_REMARK"^*"C_CHECKFLAG"^*"C_CREATEWAY"^*"D_CREATETIME"^*"C_CREATEUSER"^*"D_UPDATETIME"^*"C_UPDATEUSER"^*"L_STCOKAMOUNT"^*"F_INVESTRATO"^*"INSTANCEID"^*"C_DELAYDAYS"^*"C_PAYMENACCOUNT"^*"C_DEPOSITTYPE"^*"C_DEPOSITTRANSFERTYPE"^*"PROCESS_INSTANCEID"^*"L_STCOKAMOUNT"^*"C_POSFLAG"^*"D_REALINVESTDATE"^*"F_EQUITYRATIO"
"20"^*"27"^*""^*""^*""^*"TZ2018080159"^*""^*""^*"20180831103926"^*""^*""^*""^*""^*""^*"22183"^*""^*"4"^*"0"^*"0"^*""^*""^*"6000000000.00000000"^*""^*""^*""^*""^*""^*"6000000000.00000000"^*""^*"0"^*""^*"4"^*"1"^*"2018/8/31 15:29:42"^*"888801399"^*"2018/8/31 15:29:42"^*"888801399"^*"0.000000"^*""^*"stockdeliv_gq.1321816"^*""^*""^*""^*""^*"stockdeliv_gq.1321816"^*"0.000000"^*"0"^*"2018/4/27"^*"8.450000"
"21"^*"41"^*""^*"2018/4/2"^*"2018/4/2"^*"TZ2018080160"^*""^*""^*"20180831103931"^*""^*""^*""^*""^*""^*"22183"^*""^*"4"^*"0"^*"0"^*""^*""^*"3000000000.00000000"^*""^*""^*""^*""^*""^*"3000000000.00000000"^*""^*"0"^*""^*"4"^*"1"^*"2018/8/31 17:51:19"^*"000892688"^*"2018/8/31 18:08:32"^*"000892688"^*"335128800.000000"^*""^*"stockdeliv_gq.1322437"^*""^*""^*""^*""^*"stockdeliv_gq.1322437"^*"335128800.000000"^*"0"^*"2018/1/19"^*"25.100000"
"22"^*"42"^*""^*"2018/1/10"^*"2018/1/10"^*"TZ2018080161"^*""^*""^*"20180831103930"^*""^*""^*""^*""^*""^*"22183"^*""^*"4"^*"0"^*"0"^*""^*""^*"1499900000.00000000"^*""^*""^*""^*""^*""^*"1499900000.00000000"^*""^*"0"^*""^*"4"^*"1"^*"2018/8/31 17:55:12"^*"000892688"^*"2018/8/31 18:08:14"^*"000892688"^*"400000000.000000"^*""^*"stockdeliv_gq.1322478"^*""^*""^*""^*""^*"stockdeliv_gq.1322478"^*"400000000.000000"^*"0"^*"2017/12/15"^*"40.000000"
"23"^*"43"^*""^*""^*""^*"TZ2018080146"^*""^*""^*"20180831103922"^*""^*""^*""^*""^*""^*"22183"^*""^*"4"^*"0"^*"0"^*""^*""^*"800000000.00000000"^*""^*""^*""^*""^*""^*"800000000.00000000"^*""^*"0"^*""^*"4"^*"1"^*"2018/8/31 17:58:55"^*"000892688"^*"2018/8/31 18:07:51"^*"000892688"^*"426613700.000000"^*""^*"stockdeliv_gq.1322519"^*""^*""^*""^*""^*"stockdeliv_gq.1322519"^*"426613700.000000"^*"0"^*"2018/6/25"^*"36.220000"
"24"^*"123"^*""^*"2018/10/30"^*"2018/10/30"^*"TZ2018100181"^*""^*""^*"20181030103961"^*""^*"15"^*"GYTZ181017100177"^*"d2538fd866b029a00166c3c0ef09002c"^*"156"^*"22151"^*""^*""^*"-1"^*""^*""^*""^*"1000000000.00000000"^*""^*""^*""^*""^*""^*"1000000000.00000000"^*""^*"0"^*""^*"4"^*""^*"2018/12/12 11:28:11"^*"001135898"^*""^*""^*""^*""^*"busexpenses.1441136"^*""^*""^*""^*""^*"busexpenses.1441136"^*""^*"0"^*""^*""
"25"^*"105"^*""^*"2018/12/6"^*"2018/12/6"^*"TZ2018110193"^*""^*""^*"20181205104001"^*""^*"1"^*"GYTZ181118100203"^*"d2538fd86740aa5901677c3093d90089"^*"156"^*"22151"^*""^*""^*"-1"^*""^*""^*""^*"850000000.00000000"^*""^*""^*""^*""^*""^*"850000000.00000000"^*""^*"0"^*""^*"4"^*""^*"2018/12/6 18:41:34"^*"888801399"^*""^*""^*""^*""^*"busexpenses.1433333"^*""^*""^*""^*""^*"busexpenses.1433333"^*""^*"0"^*""^*""
"26"^*"85"^*""^*"2018/11/15"^*"2018/11/14"^*"TZ2018080135"^*""^*""^*"20181109103984"^*""^*"2"^*"GYTZ180806100055"^*"d2538fd866f8c3da01670757efb50047"^*"156"^*"22151"^*""^*""^*"-1"^*""^*""^*""^*"79800000.00000000"^*""^*""^*""^*""^*""^*"79800000.00000000"^*""^*"0"^*""^*"4"^*""^*"2018/11/13 18:10:03"^*"001136586"^*""^*""^*""^*""^*"busexpenses.1421837"^*""^*""^*""^*""^*"busexpenses.1421837"^*""^*"0"^*""^*""
"27"^*"122"^*""^*"2018/10/24"^*"2018/10/24"^*"TZ2018090172"^*""^*""^*"20181023103941"^*""^*"1"^*"GYTZ180927100171"^*"d2538fd86654484f01669edb5157013c"^*"156"^*"22151"^*""^*""^*"-1"^*""^*""^*""^*"1000000000.00000000"^*""^*""^*""^*""^*""^*"1000000000.00000000"^*""^*"0"^*""^*"4"^*""^*"2018/12/12 10:39:04"^*"888801399"^*""^*""^*""^*""^*"busexpenses.1441058"^*""^*""^*""^*""^*"busexpenses.1441058"^*""^*"0"^*""^*""
"28"^*"127"^*""^*"2018/10/30"^*""^*"TZ2018080137"^*""^*""^*"20181214104021"^*""^*"13"^*""^*""^*""^*"22183"^*""^*"4"^*"0"^*"0"^*""^*""^*"1000000000.00000000"^*""^*""^*""^*""^*""^*""^*""^*"0"^*""^*"2"^*"1"^*"2018/12/14 18:30:45"^*"001137300"^*"2018/12/14 18:30:45"^*"001137300"^*""^*""^*"stockdeliv_gq.1442726"^*""^*""^*""^*""^*"stockdeliv_gq.1442726"^*""^*"0"^*"2018/9/30"^*"26.080000"
"29"^*"125"^*""^*"2018/12/13"^*"2018/12/13"^*"TZ2018090171"^*""^*""^*"20181206104003"^*""^*"1"^*"GYTZ181206100211"^*"d2538fd86740aa590167815ee68600aa"^*"156"^*"22151"^*""^*""^*"-1"^*""^*""^*""^*"490000000.00000000"^*""^*""^*""^*""^*""^*"490000000.00000000"^*""^*"0"^*""^*"4"^*""^*"2018/12/13 13:41:22"^*"001135903"^*""^*""^*""^*""^*"busexpenses.1442019"^*""^*""^*""^*""^*"busexpenses.1442019"^*""^*"0"^*""^*""
"30"^*"126"^*""^*"2018/9/30"^*"2018/9/30"^*"TZ2018080137"^*""^*""^*"20181214104021"^*""^*"15"^*"GYTZ180820100067"^*"d2538fd86788cb4c0167ac3c99ff009d"^*"156"^*"22151"^*""^*""^*"-1"^*""^*""^*""^*"1000000000.00000000"^*""^*""^*""^*""^*""^*"1000000000.00000000"^*""^*"0"^*""^*"4"^*""^*"2018/12/14 18:24:31"^*"001137300"^*""^*""^*""^*""^*"substruct20181214182431"^*""^*""^*""^*""^*"substruct20181214182431"^*""^*"0"^*""^*""
"31"^*"133"^*""^*"2018/12/18"^*"2018/12/17"^*"TZ2018100180"^*""^*""^*"20181217104023"^*""^*"1"^*"GYTZ181012100175"^*"d2538fd86788cb4c0167b9ca9fa800a1"^*"156"^*"22151"^*""^*""^*"-1"^*""^*""^*""^*"900000000.00000000"^*""^*""^*""^*""^*""^*"900000000.00000000"^*""^*"0"^*""^*"4"^*""^*"2018/12/18 18:29:49"^*"000860079"^*""^*""^*""^*""^*"busexpenses.1444655"^*""^*""^*""^*""^*"busexpenses.1444655"^*""^*"0"^*""^*""
"32"^*"134"^*""^*"2018/12/17"^*"2018/12/17"^*"TZ2018100179"^*""^*""^*"20181217104022"^*""^*"1"^*"GYTZ180814100060"^*"d2538fd86788cb4c0167b9c58b5400a0"^*"156"^*"22151"^*""^*""^*"-1"^*""^*""^*""^*"1000000000.00000000"^*""^*""^*""^*""^*""^*"1000000000.00000000"^*""^*"0"^*""^*"4"^*""^*"2018/12/18 18:30:57"^*"001135903"^*""^*""^*""^*""^*"busexpenses.1444711"^*""^*""^*""^*""^*"busexpenses.1444711"^*""^*"0"^*""^*""
"33"^*"136"^*""^*"2018/12/17"^*"2018/12/17"^*"TZ2018100178"^*""^*""^*"20181217104024"^*""^*"1"^*"GYTZ181012100176"^*"d2538fd86788cb4c0167bb9025e100f1"^*"156"^*"22151"^*""^*""^*"-1"^*""^*""^*""^*"400000000.00000000"^*""^*""^*""^*""^*""^*"400000000.00000000"^*""^*"0"^*""^*"4"^*""^*"2018/12/18 20:06:00"^*"000860937"^*""^*""^*""^*""^*"busexpenses.1445168"^*""^*""^*""^*""^*"busexpenses.1445168"^*""^*"0"^*""^*""
"34"^*"5"^*""^*"2018/6/26"^*"2018/6/26"^*"TZ2018080143"^*""^*""^*"20180830103909"^*""^*"1"^*"GYTZ180828100096"^*"d2538fd86585b69e01658a03ce380072"^*"156"^*"22151"^*""^*""^*"-1"^*""^*""^*""^*"100000000.00000000"^*""^*""^*""^*""^*""^*"100000000.00000000"^*""^*"0"^*""^*"4"^*""^*"2018/8/30 17:54:13"^*"001137297"^*""^*""^*""^*""^*"substruct20180830170055"^*""^*""^*""^*""^*"substruct20180830170055"^*""^*"0"^*""^*""
"35"^*"6"^*""^*"2018/6/26"^*"2018/6/26"^*"TZ2018080143"^*""^*""^*"20180830103911"^*""^*"1"^*"GYTZ180828100098"^*"d2538fd86585b69e01658a023fa10070"^*"156"^*"22151"^*""^*""^*"-1"^*""^*""^*""^*"60000000.00000000"^*""^*""^*""^*""^*""^*"60000000.00000000"^*""^*"0"^*""^*"4"^*""^*"2018/8/30 17:54:34"^*"001137297"^*""^*""^*""^*""^*"substruct20180830170405"^*""^*""^*""^*""^*"substruct20180830170405"^*""^*"0"^*""^*""
"36"^*"8"^*""^*""^*""^*"TZ2018080143"^*""^*""^*"20180830103911"^*""^*""^*""^*""^*""^*"22183"^*""^*"4"^*"0"^*"0"^*""^*""^*"60000000.00000000"^*""^*""^*""^*""^*""^*"60000000.00000000"^*""^*"0"^*""^*"4"^*"1"^*"2018/8/30 18:03:09"^*"001137297"^*"2018/8/30 18:06:50"^*"001137297"^*"1.000000"^*""^*"stockdeliv_gq.1321018"^*""^*""^*""^*""^*"stockdeliv_gq.1321018"^*"1.000000"^*"0"^*""^*"0.720000"
